section	source_file	source_sha256	accession	module_id	endpoint	analysis_set	model	effect	standard_error	ci_low	ci_high	p_value	n_units	residual_df	note	fdr	evidence_role	k_cohorts	pooled_effect	prediction_low	prediction_high	tau2	I2	Q	Q_p_value	method	caution
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M02	cancer_vs_adenoma	primary_all_samples	HC3_robust_binary	-0.300672349379102	0.145231215399982	-0.590051862921558	-0.0112928358366473	0.0419136640083075	76	74	NA	0.0419136640083075	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M02	cancer_vs_normal	primary_all_samples	HC3_robust_binary	2.11945807117278	0.116839538677456	1.88226119737056	2.35665494497499	2.22975920457671e-19	37	35	NA	1.33785552274603e-18	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M02	low_grade_adenoma_vs_normal	primary_all_samples	HC3_robust_adjacent	2.03105291863762	0.155373364184867	1.71416685317073	2.3479389841045	3.74788297230436e-14	33	31	NA	2.24872978338262e-13	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M02	high_grade_adenoma_vs_low_grade_adenoma	primary_all_samples	HC3_robust_adjacent	0.66143175325425	0.179322014942596	0.301070672553489	1.02179283395501	0.000565289040970022	51	49	NA	0.00339173424582013	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M02	cancer_vs_high_grade_adenoma	primary_all_samples	HC3_robust_adjacent	-0.573026600719088	0.147197080620881	-0.868266555696901	-0.277786645741274	0.00027898504309175	55	53	NA	0.000836955129275251	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M16	ordered_trend	primary_all_samples	HC3_robust_ordinal	0.731197434839772	0.0707849731968272	0.590481565334087	0.871913304345457	9.79190863935032e-17	88	86	NA	5.87514518361019e-16	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M16	adenoma_vs_normal	primary_all_samples	HC3_robust_binary	1.06382978516577	0.188111381914716	0.687677829283117	1.43998174104843	4.39786272535695e-07	63	61	NA	6.59679408803543e-07	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M16	cancer_vs_adenoma	primary_all_samples	HC3_robust_binary	1.3306542125858	0.175625890968737	0.980711985950691	1.68059643922091	8.15599725124615e-11	76	74	NA	4.89359835074769e-10	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M16	cancer_vs_normal	primary_all_samples	HC3_robust_binary	2.39448399775158	0.230328860726602	1.92689155148563	2.86207644401752	3.03946476455217e-12	37	35	NA	6.07892952910434e-12	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M16	low_grade_adenoma_vs_normal	primary_all_samples	HC3_robust_adjacent	0.970902038820161	0.19839358432082	0.566275655919068	1.37552842172125	2.91118696989908e-05	33	31	NA	5.82237393979816e-05	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M16	high_grade_adenoma_vs_low_grade_adenoma	primary_all_samples	HC3_robust_adjacent	0.157977168787542	0.157356132925864	-0.158241819350691	0.474196156925775	0.320336494533322	51	49	NA	0.400976441725344	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M16	cancer_vs_high_grade_adenoma	primary_all_samples	HC3_robust_adjacent	1.26560479014387	0.196092637172674	0.872292768423462	1.65891681186428	3.4031327031164e-08	55	53	NA	2.04187962186984e-07	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M12	ordered_trend	primary_all_samples	HC3_robust_ordinal	-0.0945813733757306	0.102013884910322	-0.297378264700291	0.10821551794883	0.356447431076728	88	86	NA	0.356447431076728	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M12	adenoma_vs_normal	primary_all_samples	HC3_robust_binary	0.972908149385247	0.229119558494417	0.514755276436183	1.43106102233431	7.53799998436228e-05	63	61	NA	7.53799998436228e-05	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M12	cancer_vs_adenoma	primary_all_samples	HC3_robust_binary	-0.839963404962019	0.213122162112442	-1.26461858275806	-0.415308227165976	0.000182138505240564	76	74	NA	0.000273207757860846	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M12	cancer_vs_normal	primary_all_samples	HC3_robust_binary	0.132944744423228	0.237036399085102	-0.348264728643351	0.614154217489806	0.578464757316929	37	35	NA	0.578464757316929	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M12	low_grade_adenoma_vs_normal	primary_all_samples	HC3_robust_adjacent	1.1341242930354	0.29393044487627	0.534649198404967	1.73359938766583	0.000540492643014875	33	31	NA	0.00064859117161785	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M12	high_grade_adenoma_vs_low_grade_adenoma	primary_all_samples	HC3_robust_adjacent	-0.274067444205259	0.299398026374187	-0.875730304052191	0.327595415641674	0.364467386043685	51	49	NA	0.400976441725344	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M12	cancer_vs_high_grade_adenoma	primary_all_samples	HC3_robust_adjacent	-0.727112104406913	0.243783359282023	-1.21607960101197	-0.238144607801858	0.0043121497387726	55	53	NA	0.0064682246081589	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M02	ordered_trend	primary_all_samples	HC3_robust_ordinal	0.622766218927605	0.0827802362081031	0.458204555768971	0.787327882086239	4.82512212503073e-11	88	86	NA	9.65024425006147e-11	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M02	adenoma_vs_normal	primary_all_samples	HC3_robust_binary	1.29705362120445	0.264346087868716	0.76846094930102	1.82564629310788	7.23024673982937e-06	63	61	NA	8.67629608779524e-06	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M02	cancer_vs_adenoma	primary_all_samples	HC3_robust_binary	0.748080670593663	0.187046196355215	0.375382988747743	1.12077835243958	0.000148943436207512	76	74	NA	0.000273207757860846	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M02	cancer_vs_normal	primary_all_samples	HC3_robust_binary	2.04513429179811	0.279072819766572	1.47858634783082	2.61168223576541	1.44737350670846e-08	37	35	NA	1.73684820805016e-08	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M02	low_grade_adenoma_vs_normal	primary_all_samples	HC3_robust_adjacent	1.05110476519769	0.29574515902436	0.447928536660865	1.65428099373452	0.00123920661614218	33	31	NA	0.00123920661614218	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M02	high_grade_adenoma_vs_low_grade_adenoma	primary_all_samples	HC3_robust_adjacent	0.418113055211491	0.232023832624647	-0.0481562932548183	0.884382403677801	0.0776945853869836	51	49	NA	0.155389170773967	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M02	cancer_vs_high_grade_adenoma	primary_all_samples	HC3_robust_adjacent	0.575916471388931	0.210360401577749	0.153986938350902	0.997846004426959	0.00840328830506448	55	53	NA	0.0100839459660774	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M01	ordered_trend	exclude_high_leverage	HC3_robust_ordinal	-0.726484202629168	0.0786643940169152	-0.882916977017992	-0.570051428240344	1.99431663145423e-14	86	84	NA	5.98294989436269e-14	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M01	adenoma_vs_normal	exclude_high_leverage	HC3_robust_binary	-2.09880928414195	0.177997890077743	-2.45498223949698	-1.74263632878692	3.75769912134155e-17	61	59	NA	1.12730973640247e-16	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M01	cancer_vs_adenoma	exclude_high_leverage	HC3_robust_binary	-0.591354530463524	0.128096674193174	-0.846710583478173	-0.335998477448875	1.66218312616239e-05	74	72	NA	4.98654937848716e-05	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M01	cancer_vs_normal	exclude_high_leverage	HC3_robust_binary	-2.69016381460547	0.184263743465337	-3.06423910110354	-2.31608852810741	1.86946668835015e-16	37	35	NA	5.60840006505046e-16	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M01	low_grade_adenoma_vs_normal	exclude_high_leverage	HC3_robust_adjacent	-2.01599511709103	0.205114520378686	-2.43489485244786	-1.5970953817342	6.83242399639723e-11	32	30	NA	2.04972719891917e-10	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M01	high_grade_adenoma_vs_low_grade_adenoma	exclude_high_leverage	HC3_robust_adjacent	-0.139927385706728	0.17291406440491	-0.487785614463763	0.207930843050307	0.422460269079009	49	47	NA	0.422460269079009	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Cycling_SB_M01	cancer_vs_high_grade_adenoma	exclude_high_leverage	HC3_robust_adjacent	-0.534241311807717	0.147581958093483	-0.830386176500751	-0.238096447114682	0.000667731895200496	54	52	NA	0.00133546379040099	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M10	ordered_trend	exclude_high_leverage	HC3_robust_ordinal	0.566437330328053	0.0832777489383237	0.400830393745326	0.73204426691078	1.41783096446789e-09	86	84	NA	2.12674644670184e-09	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M10	adenoma_vs_normal	exclude_high_leverage	HC3_robust_binary	1.47782697401192	0.247842761670769	0.981894753416081	1.97375919460776	1.49091029729967e-07	61	59	NA	2.98182059459933e-07	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M10	cancer_vs_adenoma	exclude_high_leverage	HC3_robust_binary	0.442503879457193	0.193757898946105	0.0562545671551801	0.828753191759206	0.0253351758105572	74	72	NA	0.0304022109726686	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M10	cancer_vs_normal	exclude_high_leverage	HC3_robust_binary	1.92033085346911	0.256370262823038	1.39987155034444	2.44079015659379	8.99616528514054e-09	37	35	NA	1.34942479277108e-08	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M10	low_grade_adenoma_vs_normal	exclude_high_leverage	HC3_robust_adjacent	1.21560669270127	0.275350490266796	0.653265970600351	1.77794741480219	0.000120841809911807	32	30	NA	0.00018126271486771	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M10	high_grade_adenoma_vs_low_grade_adenoma	exclude_high_leverage	HC3_robust_adjacent	0.443061854628341	0.250230086243805	-0.0603361476224139	0.946459856879096	0.0831096956741757	49	47	NA	0.21730199148752	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M10	cancer_vs_high_grade_adenoma	exclude_high_leverage	HC3_robust_adjacent	0.261662306139502	0.229178784426855	-0.198218569418567	0.721543181697572	0.258793047556339	54	52	NA	0.258793047556339	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M02	ordered_trend	exclude_high_leverage	HC3_robust_ordinal	0.566692655165568	0.0972318011968461	0.373336555368059	0.760048754963076	1.00616139857414e-07	86	84	NA	1.20739367828897e-07	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M02	adenoma_vs_normal	exclude_high_leverage	HC3_robust_binary	2.42047802760766	0.105918194914434	2.20853620912842	2.63241984608689	5.35798723554713e-31	61	59	NA	3.21479234132828e-30	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M02	cancer_vs_adenoma	exclude_high_leverage	HC3_robust_binary	-0.30101995643488	0.147518499558155	-0.595092710712687	-0.00694720215707306	0.0449626081447986	74	72	NA	0.0449626081447986	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cohort_effects	results_final/stage_8B_bulk_validation_summary.tsv	8b2833a4bfc8568591a65b1ded08c9e843a478f2678a3eabfe3d30518e557cd1	GSE41657	Stem_progenitor_SB_M02	cancer_vs_normal	exclude_high_leverage	HC3_robust_binary	2.11945807117278	0.116839538677456	1.88226119737056	2.35665494497499	2.22975920457671e-19	37	35	NA	1.33785552274603e-18	independent_tissue_validation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
