section	source_file	source_sha256	patient_id	slide_or_capture_id	overlay_width	overlay_height	frozen_crop_x	frozen_crop_y	frozen_crop_width	frozen_crop_height	colour_bbox_xmin	colour_bbox_xmax	colour_bbox_ymin	colour_bbox_ymax	pathology_colour_pixels	hires_width	hires_height	tissue_hires_scalef	spot_diameter_fullres	positions_total	positions_in_tissue	fullres_xmin	fullres_xmax	fullres_ymin	fullres_ymax	path	purpose	decision	reason	old_agreement	old_kappa	old_coordinate_A	old_coordinate_B	primary_failure_source	error_type	class_swap_evidence	background_unassigned_issue	m02_or_expression_used	recoverable	expected_kappa_impact	historical_stage10e_status_preserved	cohort	mapped_genes	canonical_genes	recomputed_sha256	expected_sha256	status	expression_values_opened	spot_spacing_overlay_px	pipeline_A_tissue_mask_dice	pipeline_B_tissue_mask_dice	pipeline_A_hausdorff_spot_diameters	pipeline_B_hausdorff_spot_diameters	pipeline_B_landmark_median_reprojection_spot_diameters	pipeline_B_landmark_p95_reprojection_spot_diameters	pipeline_B_LOLO_median_spot_diameters	A_B_median_coordinate_distance_spot_diameters	A_B_p95_coordinate_distance_spot_diameters	rotation_mirror_ambiguity_A	rotation_mirror_ambiguity_B	systematic_direction_conflict	relative_path	sha256_before	protection	input_type	sha256	expression_content	registration_pass	paired_minimum_spot_coverage	Adenoma_spots	Normal_spots	minimum_each	patient_decision	biological_inference_unit	agreement_scope	common_evaluable_spots	agreement	cohen_kappa	PABAK	Adenoma_Dice	Adenoma_IoU	Normal_Dice	Normal_IoU	pipeline_A_unassigned_fraction	pipeline_B_unassigned_fraction	consensus_unassigned_fraction	consensus_Adenoma_spots	consensus_Normal_spots	run_id	execution_backend	session_or_job_id	setup_git_commit	launch_command	expected_outputs	log_directory	status_check_command	failure_recovery_command	formal_run_limit	stage10f_started	timestamp_utc	python	platform	numpy	scipy	pillow	seed	test	pipeline_A_median_error_px	pipeline_B_median_error_px	real_M02_or_expression_accessed	pipeline	rotation_degrees	mirror	transform_family	m00	m01	tx	m10	m11	ty	geometric_objective	second_best_gap	nonlinear_used	selection_information
STAGE10E_R_DENYLIST_AUDIT	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_DENYLIST_AUDIT.tsv	87a55009ea0fb1df2128834a256cb28531d2fc287ef0b03bdf530693218b8cfa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Transverse_kyudai_Beppu_20211111/tissue_positions_list.csv	spot coordinates for case4	ALLOW	frozen expression-blind input	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_DENYLIST_AUDIT	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_DENYLIST_AUDIT.tsv	87a55009ea0fb1df2128834a256cb28531d2fc287ef0b03bdf530693218b8cfa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Transverse_kyudai_Beppu_20211111/scalefactors_json.json	coordinate scale for case4	ALLOW	frozen expression-blind input	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_DENYLIST_AUDIT	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_DENYLIST_AUDIT.tsv	87a55009ea0fb1df2128834a256cb28531d2fc287ef0b03bdf530693218b8cfa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Transverse_kyudai_Beppu_20211111/tissue_hires_image.png	deposited H&E for case4	ALLOW	frozen expression-blind input	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_DENYLIST_AUDIT	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_DENYLIST_AUDIT.tsv	87a55009ea0fb1df2128834a256cb28531d2fc287ef0b03bdf530693218b8cfa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/results/stage10f	prohibited outcome/expression input	DENY	code-level denylist; never opened	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_DENYLIST_AUDIT	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_DENYLIST_AUDIT.tsv	87a55009ea0fb1df2128834a256cb28531d2fc287ef0b03bdf530693218b8cfa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/objects	prohibited outcome/expression input	DENY	code-level denylist; never opened	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_DENYLIST_AUDIT	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_DENYLIST_AUDIT.tsv	87a55009ea0fb1df2128834a256cb28531d2fc287ef0b03bdf530693218b8cfa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	${CRC_PROJECT_ROOT}/data_processed/stage10e/stage10e_20260801_010406/derived/Rectum_kyudai_Beppu_20200303/filtered_feature_bc_matrix.h5	prohibited outcome/expression input	DENY	code-level denylist; never opened	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_FAILURE_DIAGNOSIS	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_FAILURE_DIAGNOSIS.tsv	d9c568c8d261597d48c621db8eeac153bad8e61ac3aa1305a2b64604406fff38	case1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.409717	0.19136	independent_minmax_fullres_pixel_to_manual_crop	independent_minmax_array_lattice_to_manual_crop	nonphysical_bbox_normalization_and_crop_axes_legend_contamination	global_affine_scale_translation_plus_mask_scope_mismatch	none_detected_in_code	old_scope_used_any_joint_nonmissing_without_common_pathology_tissue_mask	NO	YES	large; coordinate offsets move spots across broad Normal/Adenoma boundaries	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_FAILURE_DIAGNOSIS	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_FAILURE_DIAGNOSIS.tsv	d9c568c8d261597d48c621db8eeac153bad8e61ac3aa1305a2b64604406fff38	case2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.604699	-0.033043	independent_minmax_fullres_pixel_to_manual_crop	independent_minmax_array_lattice_to_manual_crop	nonphysical_bbox_normalization_and_crop_axes_legend_contamination	global_affine_scale_translation_plus_mask_scope_mismatch	none_detected_in_code	old_scope_used_any_joint_nonmissing_without_common_pathology_tissue_mask	NO	YES	large; coordinate offsets move spots across broad Normal/Adenoma boundaries	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_FAILURE_DIAGNOSIS	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_FAILURE_DIAGNOSIS.tsv	d9c568c8d261597d48c621db8eeac153bad8e61ac3aa1305a2b64604406fff38	case3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.215517	-0.29153	independent_minmax_fullres_pixel_to_manual_crop	independent_minmax_array_lattice_to_manual_crop	nonphysical_bbox_normalization_and_crop_axes_legend_contamination	global_affine_scale_translation_plus_mask_scope_mismatch	none_detected_in_code	old_scope_used_any_joint_nonmissing_without_common_pathology_tissue_mask	NO	YES	large; coordinate offsets move spots across broad Normal/Adenoma boundaries	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_FAILURE_DIAGNOSIS	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_FAILURE_DIAGNOSIS.tsv	d9c568c8d261597d48c621db8eeac153bad8e61ac3aa1305a2b64604406fff38	case4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.385266	-0.017337	independent_minmax_fullres_pixel_to_manual_crop	independent_minmax_array_lattice_to_manual_crop	nonphysical_bbox_normalization_and_crop_axes_legend_contamination	global_affine_scale_translation_plus_mask_scope_mismatch	none_detected_in_code	old_scope_used_any_joint_nonmissing_without_common_pathology_tissue_mask	NO	YES	large; coordinate offsets move spots across broad Normal/Adenoma boundaries	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_GENESET_INTEGRITY_CHECK	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_GENESET_INTEGRITY_CHECK.tsv	23a375133617cd2ed4b7b8a63cedc35115b43420e308606ad8218ca1e38b1c5f	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	E-GEAD-622	30	36	4cd62d74b83673a4d2adf6077bedbdfe73d1cbd369a6a77418d124e0b506d482	4cd62d74b83673a4d2adf6077bedbdfe73d1cbd369a6a77418d124e0b506d482	PASS	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_GEOMETRIC_QC	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_GEOMETRIC_QC.tsv	764b5c740c91e21042c6586caaae4ad55fbcd09b031998930354a81520f96dd0	case1	Rectum_kyudai_Beppu_20200303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3161876	0.75493466	0.7916398	14.679294	4.7687678	2.0454236	8.7118796	2.5181561	29.339193	62.308661	6.9511303e-05	6.4409058	REVIEW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_GEOMETRIC_QC	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_GEOMETRIC_QC.tsv	764b5c740c91e21042c6586caaae4ad55fbcd09b031998930354a81520f96dd0	case2	Ascending_kyudai_Beppu_20200430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9667672	0.67913478	0.88882575	17.495361	9.6738942	3.5663357	14.092283	4.2989335	46.777798	71.977568	0.10656965	3.9675806	REVIEW	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_GEOMETRIC_QC	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_GEOMETRIC_QC.tsv	764b5c740c91e21042c6586caaae4ad55fbcd09b031998930354a81520f96dd0	case3	Sigmoid_kyudai_Beppu_20210602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7664606	0.78510227	0.89433893	15.295281	8.6411988	3.1418656	15.032531	3.7579334	7.2220609	14.192166	0.0093980905	7.0885621	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_GEOMETRIC_QC	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_GEOMETRIC_QC.tsv	764b5c740c91e21042c6586caaae4ad55fbcd09b031998930354a81520f96dd0	case4	Transverse_kyudai_Beppu_20211111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8775382	0.89868771	0.85073976	14.808156	9.6018055	2.7998108	22.24288	3.4694728	3.1012861	8.2881577	0.01407472	4.0643308	NO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/stage10c/STAGE10C_LOCK_MANIFEST.tsv	0c0ef24f027b0840aa7c174ea3d7933f9a1890f2eef7aeb0e080456add470e05	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/stage10c2_sp/STAGE10C2_SP_COHORT_COMMON_GENESET.tsv	ddeb9c0d2cda48ffc27dc601e21186b14a6cb9ba83af26201ccb44472f61220a	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv	dd50e393389957f506454685adc0877552e1a85e544489b425927bca20da7bb0	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/stage10e/STAGE10E_ANALYSIS_READY_MANIFEST.tsv	a44994e09170e131c8cbd39d85a7a4c3f59f65a22e6aeb3170fe6fa702eff457	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/stage10e/STAGE10E_DECISION.md	642b5debda611484ae94a6935c87800f06538e5579b9fbb8c320236f5befaab4	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/stage10e/STAGE10E_GENESET_INTEGRITY_CHECK.tsv	097d1cc0009506a226348da1f05eca1d5744af99b38b79d008d3aa01cf8d7ab7	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
STAGE10E_R_HISTORY_BASELINE_SHA256	${CRC_LOCAL_PROJECT_ROOT}/results/stage10e_roi_remediation/STAGE10E_R_HISTORY_BASELINE_SHA256.tsv	f9c89f08077e22e9d85af8ef3feb044e31a29ef65dbc02f3a7751c7b67fef25d	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	results/stage10e/STAGE10E_RAW_HASHES.tsv	b31b54578cd192b8de7a82b23c0cf721e5a3972d84fe113527a972d5a688046a	read_only_historical	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
